student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
40764,15.3,91.7,7.9,81.2,B
40765,14,95.6,5.7,82.7,B
40766,8.4,86.7,6.3,80.4,B
40767,17.4,71.6,4,87.2,A
40768,14.7,87.9,6.7,100,A
40769,14.7,90.4,2.6,91.5,A
40770,7.4,79,7.7,52.6,D
40771,19.5,82.7,5.5,91.8,A
40772,8.4,81.5,2.9,45.5,D
40773,26.3,91.1,6.2,93.5,A
40774,6.7,84.5,5.5,70.5,B
40775,20.3,100,4.3,96.7,A
40776,1.6,96.5,2.6,69,C
40777,0,76.3,6.7,68.2,C
40778,11.1,79,7.6,70.3,B
40779,0,87.7,6.7,37,F
40780,20.1,98.1,4.5,84.7,B
40781,14.8,86.4,6.8,78.2,B
40782,24.8,79.4,7.7,100,A
40783,13.8,73.4,6,92.5,A
40784,16.7,86,6.5,91.2,A
40785,13.1,72.9,7.1,100,A
40786,8.9,97,4.7,81.5,B
40787,12.2,78.3,3.4,85.7,A
40788,6.6,79.7,5.4,80,B
40789,17.7,91.2,8.4,100,A
40790,12.8,87.4,7.3,90.5,A
40791,14.3,92.1,8.1,99.2,A
40792,34.8,94.4,6.1,100,A
40793,12.2,85.7,5.2,83.1,B
40794,17.2,100,7.7,79.6,B
40795,14.6,87.3,7.3,89.4,A
40796,23.1,59.7,6,100,A
40797,16.7,81.4,5,87.1,A
40798,13.1,82.3,4.6,94.5,A
40799,31,67.1,5.8,100,A
40800,9,100,6.2,55.9,C
40801,13.6,92.5,7,93.6,A
40802,21.4,81.3,6.3,88.8,A
40803,9.3,84.1,1.9,78.5,B
40804,20.4,100,4.9,100,A
40805,11.6,76.1,6.9,91.9,A
40806,22,92.3,1.2,100,A
40807,21.8,65.8,3,99.5,A
40808,14.4,91.6,3.5,87.3,A
40809,8,99.7,6.9,71.3,B
40810,12.3,86.8,9.3,93.1,A
40811,14.9,80.2,5.3,78.8,B
40812,21.2,91.8,4,92.9,A
40813,17.2,77,4.7,100,A
40814,18.8,86.9,7.4,95.9,A
40815,17.4,91.3,3,68.5,C
40816,20.9,90.2,3.8,100,A
40817,13.6,98.3,1.1,81.2,B
40818,16.2,80.9,7,100,A
40819,15.2,70.8,5.1,82.6,B
40820,11.9,89.4,7.7,91.7,A
40821,22.1,87.2,8.3,100,A
40822,21.9,84.6,2.1,84.5,B
40823,23.4,79,6.3,100,A
40824,9.7,88.1,4.6,65.2,C
40825,17.5,91.9,4.4,97.8,A
40826,22.6,72.9,4.8,100,A
40827,25.5,100,8.9,100,A
40828,4.4,94.7,4.8,72.5,B
40829,15,91.3,8,84.2,B
40830,13.7,84.3,1.3,95.4,A
40831,26.1,78.4,4.5,100,A
40832,0,90.9,4.5,54.3,D
40833,7.7,97.1,6.2,87.8,A
40834,25,78.5,3.2,100,A
40835,11.7,86.9,9.7,74.1,B
40836,5.9,85.8,7.9,45.6,D
40837,25.6,87.9,7.6,99.7,A
40838,5,83.8,7.7,64.9,C
40839,22.2,84.7,2.5,100,A
40840,4.1,96.8,3.4,66.2,C
40841,4.9,80.7,7.9,43.8,D
40842,16.4,83.1,5,94.1,A
40843,9.1,69.6,5.6,88.8,A
40844,16.9,89.4,6.6,76.3,B
40845,27.6,91.5,8.1,100,A
40846,13.9,83.2,10,94.1,A
40847,26.4,88.8,5.8,100,A
40848,17.3,79.3,5.7,89,A
40849,21.7,96.7,5.2,91.9,A
40850,0,81.7,5.5,66.2,C
40851,19.5,88.4,7,86.1,A
40852,18.4,89.2,6.1,100,A
40853,12.5,71.9,2.7,71.6,B
40854,28.3,94.9,6,100,A
40855,11.5,100,3.6,71.9,B
40856,3.7,79.8,7.1,57,C
40857,20.5,98.4,3.8,100,A
40858,5,86.5,4.4,77.5,B
40859,15.5,87.1,5,79.1,B
40860,24.4,82.5,7,100,A
40861,18.5,69.5,5.1,100,A
40862,13.3,77.9,5.4,72.6,B
40863,12.5,80.1,6.8,77.2,B
40864,23.9,90.2,5.7,100,A
40865,6.5,88,3.3,79.9,B
40866,20.4,68.7,4,85.6,A
40867,30.4,74.6,4.3,100,A
40868,18.8,74.5,6,90,A
40869,13.3,99.5,6.9,73.1,B
40870,13.9,75.1,2.7,83.8,B
40871,11.6,91.6,4,60,C
40872,10.4,69.6,6,88.2,A
40873,15.8,77.4,7.5,81.4,B
40874,19.8,100,7.8,92.1,A
40875,26.3,77.9,4,100,A
40876,1.3,89.6,6.1,54.5,D
40877,0,83.8,6.5,43.1,D
40878,26.4,79.2,2.8,100,A
40879,15.4,70.8,4.5,95.8,A
40880,15.8,80,2.9,90.4,A
40881,18.5,84.4,5.2,91.5,A
40882,13.7,91.8,3,76.8,B
40883,28.8,80.2,10,100,A
40884,18.4,83.2,5.8,100,A
40885,11.9,100,7.4,85.5,A
40886,12.5,90,6,92.5,A
40887,14,92.4,7.7,100,A
40888,9.6,100,7.2,66.4,C
40889,26.8,72.3,6.3,100,A
40890,15.9,95.8,6.6,96.9,A
40891,6.8,91.1,5.6,65.8,C
40892,17.8,77.2,5.6,90.8,A
40893,25.1,91.3,3,100,A
40894,22.4,98.4,8,100,A
40895,9.7,94.5,5.8,86.5,A
40896,7.2,83.7,8,62.3,C
40897,25,89,5.7,100,A
40898,3.6,83.6,6.4,47.6,D
40899,17.6,63.2,7.8,89,A
40900,11,68.6,7.7,81.1,B
40901,24.2,85.3,5.8,100,A
40902,7.6,83.5,7.5,58.4,C
40903,9.4,75.8,5.8,71.4,B
40904,19.3,91.7,6.9,100,A
40905,20.6,87.7,7.4,95,A
40906,24.5,98.3,9.1,98,A
40907,18.3,78.2,7.3,100,A
40908,17.4,80.6,8.4,100,A
40909,22.3,94.9,7.3,97.4,A
40910,5.4,77.5,4.1,54.2,D
40911,8.8,100,6,67.5,C
40912,6,100,9,79.9,B
40913,0,75.8,5.3,41.9,D
40914,20.9,87.3,6,100,A
40915,25,85.1,5.8,100,A
40916,18.9,84,2.6,100,A
40917,17.7,78.5,4.1,90.2,A
40918,15.6,91,5,86.4,A
40919,15.4,92.3,4.3,94.9,A
40920,26.9,99.3,5.3,100,A
40921,25.8,73,8.6,100,A
40922,10.9,99.9,5.5,94.7,A
40923,22.8,93.2,5.2,100,A
40924,23.6,82.9,8.5,100,A
40925,19.6,88.3,4.3,100,A
40926,17.7,91.5,8.5,100,A
40927,17.5,79.6,5.7,100,A
40928,4.6,92.5,6.6,78.6,B
40929,4,66.5,7.3,70.1,B
40930,20.5,88,6.3,95.1,A
40931,7.3,70.6,4.1,72,B
40932,5.3,86.3,6.7,46.8,D
40933,0.5,90.2,7.3,28.5,F
40934,11.7,91.4,6.3,79.8,B
40935,17.6,89.7,6.6,99.4,A
40936,18.2,80.4,6.7,94.2,A
40937,21,68.9,7.2,100,A
40938,12.3,75.2,5.7,86.3,A
40939,15.8,76.7,6,90.8,A
40940,20.9,90.9,1.2,100,A
40941,18.2,87.3,2.4,100,A
40942,10.9,83.5,7.6,64,C
40943,17.1,71,9.8,100,A
40944,1.1,76.7,8.7,42,D
40945,15,79,8.3,94,A
40946,10.7,78.2,4.5,78,B
40947,25.6,97.4,3.4,100,A
40948,8.2,100,8.3,68,C
40949,15.8,70,6.2,70.2,B
40950,12,77.4,5,67.8,C
40951,11.1,83.7,7.5,90.3,A
40952,17.6,83.1,9,98,A
40953,12.1,94.6,6.1,90.6,A
40954,28,71.4,5.2,100,A
40955,1.2,82.4,6.5,54.1,D
40956,19.4,75,9.1,89.7,A
40957,14.4,88.4,6.9,100,A
40958,14.6,87.4,6.6,69.9,C
40959,17.1,72.9,4.5,100,A
40960,22,72.8,4.2,100,A
40961,16.9,86.5,6.4,100,A
40962,22,90.5,2.3,100,A
40963,15.3,85.1,8.4,92.9,A
40964,7.8,93.2,7.6,80.2,B
40965,14.4,83.6,6.6,88,A
40966,23.1,94.3,5.2,95.3,A
40967,12.1,100,8.3,81.9,B
40968,7.4,78.1,5.9,64.9,C
40969,19.3,95.3,4.3,95.8,A
40970,17.4,100,5.5,97.7,A
40971,9.6,84.5,2.3,69.8,C
40972,13.4,86.8,5.4,100,A
40973,13.7,72.5,5.4,69.2,C
40974,15,81.1,7.6,88,A
40975,19.5,71.3,4.5,92.8,A
40976,12.2,61.4,5.9,74.9,B
40977,19.9,95.6,4.1,94,A
40978,11.3,85.5,5.1,91.3,A
40979,26.7,65.6,5.7,100,A
40980,26.8,92.9,6.5,100,A
40981,9,81.7,10,64.6,C
40982,6.4,82.9,3,69.1,C
40983,21.8,75,7.1,95.6,A
40984,16.8,77.4,2.1,92,A
40985,18.9,86.1,6.3,95.7,A
40986,10.4,83.5,7.7,75.9,B
40987,14.1,83.6,3.7,70.4,B
40988,12.6,86.3,8,64.5,C
40989,17.1,82.4,2.7,97.7,A
40990,6.3,82.4,6.3,60.7,C
40991,14.3,80.5,8.3,81.6,B
40992,6.2,98.3,3.5,76,B
40993,11.4,100,10,88.3,A
40994,14.3,72.5,8.6,92.2,A
40995,18.6,89.2,5.5,89.4,A
40996,19.1,73.2,8,95.7,A
40997,20.3,84.8,9.1,100,A
40998,4.6,73,5.4,51.7,D
40999,23.8,87.5,8.6,90.2,A
41000,10.5,97.6,9.5,82.7,B
41001,11,89.4,5.5,89.3,A
41002,16.9,87.6,5.9,100,A
41003,12.6,97.9,4.4,63.3,C
41004,17.5,91.9,3.1,100,A
41005,18.8,95.9,7.1,97.1,A
41006,9.7,100,5.4,81.8,B
41007,13.7,80.6,4.3,94.2,A
41008,13.9,75.2,1.8,75.1,B
41009,21.7,66.2,5.2,100,A
41010,11.7,84.2,9.8,81.1,B
41011,11.4,83.3,7.6,95.4,A
41012,7.8,88.9,7.7,53.4,D
41013,8.6,82.2,7.5,75.5,B
41014,5.5,64.2,5.5,72.9,B
41015,10.1,85,8,80.4,B
41016,26.2,93.8,6.6,100,A
41017,19.8,95.3,4.2,94.4,A
41018,23.9,75.8,8.2,100,A
41019,8.3,91.2,7,65.5,C
41020,1.4,83.1,3,55,C
41021,17.2,93.2,10,85.9,A
41022,28,55.6,4,100,A
41023,11.6,84,7,85.1,A
41024,15.7,76,5,97.7,A
41025,4,73,6.7,63.5,C
41026,15.2,92.1,9.7,97,A
41027,14.1,86.6,6.2,95.6,A
41028,0.3,93.1,5.1,35.8,F
41029,7.7,100,8.7,71.9,B
41030,7.2,75.7,3.9,88.3,A
41031,3.9,91.5,5.8,67,C
41032,9.9,84.8,6.3,67.7,C
41033,18.6,87,4.8,100,A
41034,10.6,80,10,67.6,C
41035,23,71.6,8.6,100,A
41036,12.5,73.8,7.8,74,B
41037,17.3,85.7,2.6,97.2,A
41038,18.5,100,3.8,67,C
41039,25.7,93,4.6,100,A
41040,10,87.2,6.6,96.8,A
41041,18.1,65.7,5.1,100,A
41042,8.4,82,8.4,62.7,C
41043,27.1,93.3,7,100,A
41044,7.7,87.8,5.8,60.8,C
41045,17.7,87.3,3.9,87.2,A
41046,25.9,85.4,9.4,100,A
41047,6.6,81.1,1.4,67.4,C
41048,19.2,78.3,6.9,100,A
41049,8.1,81.7,5.4,71.9,B
41050,31.3,96.9,6.2,100,A
41051,1.8,92.1,6,59.7,C
41052,4.4,100,8.5,60.6,C
41053,7.1,97.5,6.8,60.4,C
41054,7.4,98.1,10,62.6,C
41055,18.6,89.9,7,100,A
41056,27.6,81.1,3.6,100,A
41057,23.1,83.9,6,97.6,A
41058,16.6,80.4,7.1,87.2,A
41059,15.1,96.5,10,80.4,B
41060,10.8,88.5,6.7,71.4,B
41061,17.7,64.3,5.2,93.1,A
41062,13.5,76.8,6.3,75.9,B
41063,16.3,83.5,6.3,100,A
41064,9.8,75.3,4.6,85,B
41065,6.6,90.5,5.5,69.3,C
41066,15.2,82.4,7.1,83.8,B
41067,15,73,5.8,84.8,B
41068,10.8,100,4.8,70.9,B
41069,9.6,65.8,5.5,63.7,C
41070,18.9,89,3.5,100,A
41071,18.2,98.6,5.8,80.5,B
41072,28.1,83.1,8.3,100,A
41073,24.7,85.1,9.3,100,A
41074,6.6,76.7,10,58.8,C
41075,13.7,100,7.3,84.8,B
41076,5.4,75.1,5.4,58.2,C
41077,2.1,84.2,9.5,65.2,C
41078,30.4,100,10,100,A
41079,25.4,82.7,3.7,100,A
41080,10.6,65.4,3.2,92.8,A
41081,23.7,62.4,4.5,100,A
41082,24.7,70.3,5.6,100,A
41083,1.6,84.3,8.2,53.4,D
41084,21,93.1,6.8,95.2,A
41085,11.6,78.1,7,57.3,C
41086,17.7,91,8.5,100,A
41087,36.1,100,6.5,100,A
41088,26.1,70,7.2,100,A
41089,14.1,83,9,92.1,A
41090,25,69.3,6.2,100,A
41091,1.5,100,7.2,46.2,D
41092,18.5,88.4,4.4,99.6,A
41093,18.7,75.4,4.6,87.5,A
41094,19.9,93,6.6,100,A
41095,11.4,85.6,10,73.3,B
41096,17.7,88.6,7.1,96.3,A
41097,21,97.4,5.9,100,A
41098,0,85.6,1.6,53.7,D
41099,12.8,75.1,6.1,71.4,B
41100,8.7,68.5,7.2,52,D
41101,19.6,72,8.3,99.1,A
41102,24.6,73.7,4.2,100,A
41103,10.7,78,7,73.5,B
41104,7.4,76.5,5.6,75.9,B
41105,15.8,90.2,5.1,100,A
41106,6.9,70.6,8.3,74.3,B
41107,13.4,80.6,7.1,80,B
41108,12.7,98,8.2,88.9,A
41109,19.1,81.7,6.6,100,A
41110,17.2,80,8.3,100,A
41111,16.1,100,3.3,100,A
41112,26.5,100,5.1,100,A
41113,16.9,85.5,6.6,97.9,A
41114,12.1,94.2,6.9,86.4,A
41115,12.9,86.3,4.8,76,B
41116,9.6,78.7,5.2,73.9,B
41117,7.9,90.2,6.7,68.5,C
41118,5.3,81.9,10,60.6,C
41119,22.9,67.2,2.8,95.8,A
41120,10,71.5,4.9,67.4,C
41121,17.2,97.2,8.6,100,A
41122,12.9,100,10,91.2,A
41123,14.8,83.4,7.2,76,B
41124,23.1,92.7,3.4,100,A
41125,16.2,75.9,7.8,88.8,A
41126,8.5,68.3,5.8,78.8,B
41127,11.1,96.7,6.1,78.2,B
41128,21,76.9,8.8,94.6,A
41129,18.4,100,6,100,A
41130,21.5,78,6.8,100,A
41131,13.3,93.6,4.9,95.2,A
41132,5.2,76.7,7,48.7,D
41133,18.5,95.9,8.1,94.8,A
41134,16.8,96.1,5.8,65.3,C
41135,17,67.9,7.5,93.3,A
41136,5.3,80.2,3,69.5,C
41137,10.5,82.8,7.2,92.5,A
41138,8.4,78,4.8,60.8,C
41139,17.8,92.5,8.1,82.7,B
41140,18,85,5.8,100,A
41141,14.7,95,10,75.7,B
41142,21.8,88.1,5.3,93.8,A
41143,25.4,84.8,5.4,100,A
41144,17.5,94.3,7.4,75.9,B
41145,19.7,100,2.2,100,A
41146,11.2,81.9,6.6,78.3,B
41147,9.9,94,3.6,79.9,B
41148,22.1,82.2,7.8,87,A
41149,8.9,83.1,6.8,68.6,C
41150,19.9,100,5.1,100,A
41151,27,89.1,5.8,100,A
41152,19.6,85.8,6.6,100,A
41153,14.4,84.2,5.7,85.2,A
41154,5.6,81.1,4.9,77.5,B
41155,16.1,95,4.4,100,A
41156,22.1,88.8,3.3,100,A
41157,13.7,72.3,7.8,76.8,B
41158,22.2,83.8,6.4,98.5,A
41159,17.6,94.9,6.5,87.4,A
41160,17,72.7,8.6,83.1,B
41161,12.8,71.9,9.2,92.9,A
41162,4.8,97.6,4.7,57.4,C
41163,12,98.3,7,88.6,A
41164,12,85.9,3.4,89.2,A
41165,19,81.3,2.4,100,A
41166,14.9,96.6,3,81.6,B
41167,22.6,100,8.5,100,A
41168,17,97.6,7.7,82.2,B
41169,11.5,90.8,4.2,65.4,C
41170,9.3,87.4,5.3,84.2,B
41171,10.8,100,6.4,74.7,B
41172,16.1,69.4,3.3,96,A
41173,12.4,84.4,5,87.1,A
41174,7.5,83.7,6,51.3,D
41175,22,86,7.3,100,A
41176,16.1,57.9,6.7,85.9,A
41177,16.9,75.9,5.9,81.9,B
41178,9.2,80.8,6.5,61.6,C
41179,7.7,80.6,5.9,71.4,B
41180,13.9,98.7,4.3,84.2,B
41181,0.8,90.8,6.1,48.6,D
41182,20.5,75.8,5.9,100,A
41183,10.1,95.1,5.9,80,B
41184,13.1,83.1,5.8,84.1,B
41185,18,86.8,6.6,99.1,A
41186,13.4,90.5,8,74.2,B
41187,6.8,79.9,7.9,59.7,C
41188,25.5,98.9,3.6,100,A
41189,4.3,91.6,3,49,D
41190,0,80.6,5.9,44.7,D
41191,21.1,80.8,4.3,100,A
41192,4.8,91.5,4.4,53.5,D
41193,23.8,72.4,4.9,99.9,A
41194,17.6,88.6,5.8,77.2,B
41195,17,77.5,7.3,100,A
41196,11,80.5,5.1,60.3,C
41197,9.2,83.7,3.4,72.9,B
41198,12.4,87.7,7.3,87.9,A
41199,8.9,79,8.6,78.7,B
41200,23.5,86.9,4.5,100,A
41201,9.8,69.1,5.4,79,B
41202,18.5,90.4,6.9,100,A
41203,22,95.8,5.9,94.6,A
41204,8.8,86.4,6.2,63.8,C
41205,17.6,98.5,7.7,100,A
41206,8.7,97.9,6,80.8,B
41207,13.8,79.8,3.8,94.7,A
41208,11.8,80.1,10,74,B
41209,10.1,70.7,4.2,84.4,B
41210,16.1,83.2,5.6,92.8,A
41211,6.5,78.4,6.1,75.3,B
41212,21.5,63.4,5.1,100,A
41213,7.4,89.1,1.5,68.7,C
41214,6.1,90.2,3.8,58.3,C
41215,13.2,100,3.8,81,B
41216,12.4,76.1,8.3,88.6,A
41217,17.5,89,10,98.9,A
41218,15.6,100,10,90.2,A
41219,3.6,80.2,4.6,62.2,C
41220,21.9,74.8,6.1,100,A
41221,13.1,86.2,10,75.9,B
41222,16.7,100,6.3,75.6,B
41223,30.4,80.3,4,100,A
41224,24,85.8,7.6,91.7,A
41225,16.5,75.9,6.6,91.4,A
41226,5.4,93.3,7.2,60.9,C
41227,5.5,88.6,6.1,87.1,A
41228,23.1,67.2,6.9,100,A
41229,12.2,95.3,9,82.5,B
41230,13.8,92.4,6.3,100,A
41231,7,93.3,6.5,62.2,C
41232,18.1,88.3,5.6,93.5,A
41233,23,81.8,4,100,A
41234,25.7,74.8,2.9,94.8,A
41235,11.9,96.5,4.6,76.5,B
41236,19.5,86.2,3.5,94.7,A
41237,14.3,85.7,4.4,84.5,B
41238,21.2,92.8,5.5,93.5,A
41239,15,76.3,6,82.7,B
41240,9.2,81.8,8.6,77.3,B
41241,24.2,74.3,6.8,96.5,A
41242,15.7,79.8,6.7,100,A
41243,12.5,100,4.6,86.2,A
41244,16.2,82.5,7.2,98.6,A
41245,9.8,79.5,8.1,74.3,B
41246,17.9,82.6,9,94.9,A
41247,13.6,99.2,1.8,100,A
41248,9.4,87.7,5.2,69.7,C
41249,31.6,77.9,3.5,100,A
41250,7.9,61,7.6,68.5,C
41251,17.5,83.2,10,100,A
41252,15.4,92.8,8.9,99.2,A
41253,7.8,88.3,6,65.1,C
41254,12.6,78.5,5.1,73.8,B
41255,5.6,84.3,5.2,73.3,B
41256,29.5,91.4,6.3,100,A
41257,13.1,82.1,2.7,83.5,B
41258,13.7,84.4,7.1,75.9,B
41259,28.6,78.8,4.6,100,A
41260,9.2,67.7,10,77.9,B
41261,24.1,87.3,6.3,100,A
41262,19.1,78.3,4.5,100,A
41263,1.1,80.8,2.1,56.6,C
41264,12.4,73.6,9,63.2,C
41265,18.1,82.8,3.6,96.6,A
41266,15.2,96.2,8.4,94.5,A
41267,15.3,83.2,6.7,85.4,A
41268,10.7,81.9,4.5,58.6,C
41269,10,91,2.8,68.6,C
41270,12.8,89.3,7,86.4,A
41271,28.7,94.6,4.6,100,A
41272,8.6,87.2,6.7,81.5,B
41273,11.6,89.1,4.1,74.6,B
41274,15.2,73.6,3,100,A
41275,4.8,91,5.5,49.2,D
41276,18,93.9,3.9,89.6,A
41277,6,64.1,7.6,58.4,C
41278,7.4,87.8,6.8,67.9,C
41279,7.1,81.2,6.1,53.5,D
41280,3.5,92.1,3.9,56.3,C
41281,23.9,73.9,3,91.4,A
41282,18.7,80.8,5.3,100,A
41283,21.5,77.8,7.6,100,A
41284,20.8,82.2,6.9,100,A
41285,13.8,61.6,4.6,91.4,A
41286,14.8,92,7.5,87.3,A
41287,22.1,66.5,3.5,100,A
41288,26.5,83.8,8.1,100,A
41289,6.2,86.1,2,55.9,C
41290,32.6,96.8,3.4,100,A
41291,5.8,82.2,4.6,84.2,B
41292,11.8,65.1,5.1,86.8,A
41293,15.5,100,8.8,69.6,C
41294,16.2,86.1,6.1,93.7,A
41295,28.7,99.2,7.4,100,A
41296,22.1,77.5,2.6,100,A
41297,17.9,100,8.1,100,A
41298,22.2,100,3.3,100,A
41299,17.4,93.5,4.8,92.9,A
41300,10.3,100,8.1,58.7,C
41301,18.4,89.1,6.6,100,A
41302,15.5,100,7,79.5,B
41303,9.1,83.1,5.2,74.5,B
41304,23.8,87,7.4,100,A
41305,14.6,88.4,10,93.7,A
41306,7.2,100,7,79.8,B
41307,8.3,87.8,9.8,82.1,B
41308,18.7,86.4,8.1,86.5,A
41309,22.3,96.3,7.5,100,A
41310,18.4,78.2,5.6,100,A
41311,18.4,80.9,4.2,93.6,A
41312,9.3,93.3,8.5,78.6,B
41313,15.7,88.2,5.3,82.6,B
41314,12.7,81.4,5.8,95.7,A
41315,13.6,78.1,8.1,97.5,A
41316,14.2,70.7,8.1,94.5,A
41317,10.4,96.4,7.1,72.8,B
41318,20.3,85.8,10,86.9,A
41319,7.9,77.3,5.8,78.1,B
41320,5.9,100,4.1,68.1,C
41321,9.5,86.4,7.2,74.8,B
41322,21.2,93.6,4.4,100,A
41323,17.4,100,4.8,96.7,A
41324,2.5,66,10,69,C
41325,19.2,83.7,10,100,A
41326,14.7,84.2,2.5,86.4,A
41327,12.1,92.8,6.8,85,B
41328,13.3,82.9,7.2,90,A
41329,5.7,100,6.3,49.7,D
41330,16.2,80,6.8,100,A
41331,6.1,84.8,8,65.8,C
41332,12.5,66.7,3.5,96.4,A
41333,12.6,100,8.8,79.1,B
41334,20.4,74.6,7,100,A
41335,15.3,83.3,7,95,A
41336,19.9,97.2,3.7,94.6,A
41337,6.6,87.3,4.1,67.1,C
41338,14.2,67,2.5,77.8,B
41339,18.7,88.7,9,96.2,A
41340,23.7,84.6,5,94,A
41341,7,86.1,7.9,77.9,B
41342,9.1,79.8,5.9,92,A
41343,18.5,87.6,2,93.9,A
41344,26.3,79.7,4.9,74.8,B
41345,17,70.1,6.6,93.8,A
41346,7.2,84.6,7.7,45.6,D
41347,7.4,86.6,6.7,66.4,C
41348,15.9,88.6,4.8,85.4,A
41349,17.5,74.1,5.7,96.1,A
41350,13.5,99,6.7,75,B
41351,7.4,84.9,3.3,51.6,D
41352,22.7,82.3,7.1,98.7,A
41353,12.6,76.1,7.5,72.3,B
41354,18.7,79.2,7.6,88,A
41355,2.6,74,7.5,63.7,C
41356,23.4,87.5,2.8,100,A
41357,10.2,79.1,3.5,91.3,A
41358,24.4,80.4,7.6,97.9,A
41359,19.3,80.8,5.2,99.7,A
41360,5,98.5,3,68.8,C
41361,16.7,78.6,5.6,100,A
41362,26.6,92,8.9,100,A
41363,10.8,82.9,3,63.5,C
41364,26.6,81.5,4.1,100,A
41365,17.7,69.2,4.7,100,A
41366,24.4,87.6,1,100,A
41367,16.1,77.4,6.4,99.2,A
41368,14.1,91.8,2.2,89.9,A
41369,27.9,78.3,8.3,100,A
41370,20,95.8,3.4,90.9,A
41371,13.4,79.1,5.8,98.5,A
41372,18,89.2,4.7,85.3,A
41373,11,85.1,8.9,89.5,A
41374,15.8,86.2,2.9,75.4,B
41375,23.4,74.1,4.8,100,A
41376,13.9,100,4.9,72.8,B
41377,8.9,79.5,7.1,65.3,C
41378,8.2,62.6,4.7,64.8,C
41379,15.5,78.6,6.3,87,A
41380,9.3,84.9,4,51.4,D
41381,5,70.3,4.5,41.1,D
41382,6.6,94.9,6.8,54.7,D
41383,23.2,90.9,7.4,100,A
41384,14,96.1,9,81.8,B
41385,15.4,87.3,5.5,99,A
41386,8.2,90.1,5.9,63.8,C
41387,10.9,100,7.2,78.6,B
41388,10.7,99.4,3.9,62.3,C
41389,13.1,89.8,8.2,60.5,C
41390,3.4,100,7.6,60.1,C
41391,22.6,100,8,100,A
41392,14.9,78,7.4,80.1,B
41393,16.4,68,2.3,80.7,B
41394,21.4,86.1,4.7,97.4,A
41395,20.9,69.9,7.4,95.6,A
41396,11,94.2,9.2,72.7,B
41397,19.2,95.4,6.6,95.5,A
41398,19.2,86.7,7.1,86.1,A
41399,17.2,82.9,7.2,76.1,B
41400,22.4,88,8.3,100,A
41401,20.6,79.2,4.6,100,A
41402,20.1,98.1,4.8,93.8,A
41403,24.6,67.8,4.5,100,A
41404,15.2,74,5.3,95.3,A
41405,15.4,96,5.1,93.4,A
41406,20.7,80.9,5.1,77.4,B
41407,13.8,82,5.4,81.9,B
41408,18.4,80.1,6.8,100,A
41409,11.1,98.7,5.1,79.1,B
41410,0,94.2,5.4,59.7,C
41411,19.2,72.5,5.6,100,A
41412,4.2,75.8,6.2,58.6,C
41413,10.1,76.6,4.9,75.6,B
41414,20.7,95.6,3.6,91.8,A
41415,20.8,82.4,5.3,96.6,A
41416,23.2,75.8,4.3,100,A
41417,0.9,82.5,9.8,49.9,D
41418,17.1,87.2,4.3,100,A
41419,13.2,100,5,79.8,B
41420,21.9,68.8,3.9,100,A
41421,25.3,69.3,7.5,100,A
41422,5.8,87.3,7.3,62.6,C
41423,15.1,82.7,7.9,85.9,A
41424,20.8,89.6,5.8,93.9,A
41425,12.6,80.5,6.5,77.9,B
41426,27.2,79.2,7.3,100,A
41427,12.2,91.7,6.9,82.1,B
41428,12.9,76.7,8.1,81.9,B
41429,7.5,80.5,8.2,54.5,D
41430,16.1,79.4,6.8,87.8,A
41431,0,78.7,6.7,32.5,F
41432,13.3,83.2,1.4,82,B
41433,23.9,81.5,5.7,100,A
41434,5.2,90.8,5.9,71.8,B
41435,3.7,89,6.4,46.4,D
41436,22.8,64.4,5.5,100,A
41437,23.8,94.1,6.2,100,A
41438,5.5,82.8,6.5,48.3,D
41439,27.1,96.2,6.5,100,A
41440,18,73.2,8.3,89,A
41441,22.3,87.1,5.5,89.1,A
41442,9.5,78.1,7.5,80.5,B
41443,25.4,72.2,8.1,100,A
41444,13.1,89.6,8.1,80.6,B
41445,12.8,81.3,5.7,86,A
41446,18.4,92.3,5.1,98.4,A
41447,12.3,95,8.5,94.7,A
41448,4.4,76.8,5.2,50.9,D
41449,15.9,96.2,6.2,88.2,A
41450,12.8,77.6,2.5,83.8,B
41451,9.6,100,7.7,78.7,B
41452,23.7,91.7,7.3,100,A
41453,31.7,85.3,8.8,100,A
41454,8.6,80,6.5,74.6,B
41455,16.4,99.1,5.6,88,A
41456,12.2,84.4,6.5,80.3,B
41457,31,77.3,5.3,100,A
41458,18.4,87.3,7.2,92.8,A
41459,21.5,88.4,6,100,A
41460,23.3,100,7.9,100,A
41461,15.9,88.1,3.8,82.4,B
41462,13.7,94.2,4.2,92.7,A
41463,25.6,100,5.8,100,A
41464,20.4,78.1,7.8,100,A
41465,9.1,75.5,8.5,63.7,C
41466,9.9,86.5,3.6,95,A
41467,12.3,79.2,10,79.7,B
41468,23.1,78.1,7.7,100,A
41469,25.3,97.5,3.9,100,A
41470,30.1,83.1,3.7,100,A
41471,10,96.1,6.8,93.4,A
41472,16,97.5,5.5,90.7,A
41473,12.2,84.2,5.8,94.4,A
41474,13.7,86.1,6.8,90.6,A
41475,21.5,90.1,5.9,100,A
41476,14.7,100,3.7,81.1,B
41477,24.2,64.7,4.5,100,A
41478,11.4,74.2,3.4,64.6,C
41479,20.2,100,5.4,100,A
41480,11.9,73,3.7,66.8,C
41481,2.1,88.5,9,45.7,D
